input,subject,subject_type,relation,object,object_type
最后，可将这些相关关系和规律提供给临床医生，作为支持临床决策的参考性依据。,相关关系和规律,,,临床医生作为支持临床决策的参考性依据,
最后，可将这些相关关系和规律提供给临床医生，作为支持临床决策的参考性依据。,相关关系和规律,,,related relationship and law,
知识图谱是在“大数据”时代背景下出现的一项新颖的知识管理技术。,知识图谱,,,“大数据”时代背景下出现的一项新颖的知识管理技术,
在“大数据”时代，不再热衷于寻找因果关系，转而将注意力放在相关关系的发现和使用上。,大数据时代,,,"寻找因果关系,转而将注意力放在相关关系的发现和使用上。",
知识图谱从多个维度来描述中医药领域对象，反映中医药事物之间的相关关系，它将是中医药大数据方法学体系中的核心组成部分。,知识图谱,,,中医药领域对象,
大数据通过识别有用的关联关系来分析一个现象，而不是揭示其内部的运作机制。,大数据,,,识别有用的关联关系来分析一个现象,
基于相关关系分析的预测是大数据的核心。,基于相关关系分析的预测,,,大数据的核心,
中医的思想方法不是严格的逻辑推理，而是一种关联式的思考。,中医的思想方法,,,关联式的思考,
这种理念上的相似性，使得中医药工作者更易接受并使用“大数据”的方法与技术。,“大数据”的方法与技术,,,中医药工作者更易接受并使用,
利用中医临床知识图谱，能够发现中医药概念之间的相关关系，揭示各种临床规律，从而不断完善中医临床知识体系，直接推动中医临床研究的快速发展。,中医临床知识图谱,,,发现中医药概念之间的相关关系，揭示各种临床规律，从而不断完善中医临床知识体系，直接推动中医临床研究的快速发展。,
9.3.7金融证券行业知识图谱应用实践[30]金融证券行业正面临着数据爆炸的问题。,金融证券行业知识图谱应用实践,,,金融证券行业正面临着数据爆炸的问题,
传统的金融数据服务商历时数十年，已收集整理了大量高质量的结构化数据，并分门别类地展示给用户。,传统的金融数据服务商,,,收集整理了大量高质量的结构化数据，并分门别类地展示给用户,
如何有效地使用这些数据，需要用户具备专业的金融经济知识，深刻理解某个数据的变动可能引发的关联、传导效应，从而帮助用户做出各种投资决策。,SPO,,,有效的使用数据,
如何有效地使用这些数据，需要用户具备专业的金融经济知识，深刻理解某个数据的变动可能引发的关联、传导效应，从而帮助用户做出各种投资决策。,SPO,,,semantic_preservation_and_operation,
金融行业的研究人员相当于在大脑里存储或训练了一个知识图谱，将相关的行业、产品、公司等因素联系在一起，当观察到某个数据变量发生变化时，可以分析推理出各种观点并进行预测。,知识图谱,,,在大脑里存储或训练,
然而，一个人的脑容量或记忆是有限的，一位专业的行业分析师通常只能对几个行业了如指掌。,专业的行业分析师,,,对几个行业了如指掌,
因此，对市场进行全行业的分析服务需要一支分析师团队。,对市场进行全行业的分析服务,,,分析师团队,
通过人与人之间的交流，以及研报与研报之间的关联和对接，来实现整个经济金融体系的传导与联系。,概念,,,通过人与人之间的交流，以及研报与研报之间的关联和对接，来实现整个经济金融体系的传导与联系。,
近年来，非结构化数据的井喷式涌现给这种传统的运作方式带来了挑战。,非结构化数据,,,传统的运作方式,
财经新闻、经济产业信息每时每秒都在更新；上市公司的数目众多，所涉及的定期报告、临时报告数量巨大；基于互联网平台的股吧、论坛、门户网站、微信、微博等每时每刻也在产生着大量的资讯，上述信息都将可能对证券市场产生各种各样的影响。,财经新闻,,,信息检索,
这使得从海量资讯触发源上，以及分析数据所需的知识的广度、深度上，均对传统的资讯处理模式提出了极大的挑战。,知识问答,,,从海量资讯触发源上，以及分析数据所需的知识的广度、深度上，均对传统的资讯处理模式提出的挑战,
现代信息技术人工智能的发展已经可以在很多方面提高信息分析和利用的效率。,现代信息技术,,,人工智能的发展,
对结构化数据的分析挖掘已经取得了很多进展，很多成熟的分析预测算法还是针对结构化、关系数据的。,结构化数据的分析挖掘,,,对结构化、关系数据的分析预测算法,
然而，非结构化数据的分析挖掘和利用尚处于起步阶段。,非结构化数据的分析挖掘和利用,,,起步阶段,
领域知识建模在方法论上的正确性，是决定人工智能应用成功与否的关键因素。,领域知识建模,,,方法论正确性,
当前，“知识图谱”作为领域知识建模的工具正在受到越来越多的重视。,知识图谱,,,领域知识建模的工具,
基于知识图谱的领域建模、基于规模化大数据的处理能力、针对半结构化标签型数据的分析预测算法三者的结合，是人工智能的优势所在。,基于知识图谱的领域建模,,,基于人工智能的优势所在,
构建金融证券领域知识图谱作为金融证券文本语义理解和知识搜索的关键基础技术，为未来金融证券领域文本分析、舆情监控、知识发现、模式挖掘、推理决策等提供了坚实支撑。,知识图谱,,,金融证券文本语义理解知识搜索的关键基础技术,
金融领域的知识图谱与其他专业领域图谱相比有着很大的不同。,知识图谱,,,金融领域,
金融领域本就是连接各行各业、世间万物的，因此金融知识图谱涉及经济、投资、产业、公司等相关的知识，其实是覆盖全行业的。,金融知识图谱,,,经济、投资、产业、公司等相关的知识,
但金融领域知识图谱与通用或百科类知识图谱不同，其行业、产业链知识，经济金融重要指标等大多是以投资的视角来筛选和组织的。,金融领域知识图谱,,,行业、产业链知识，经济金融重要指标,
金融知识图谱常见的实体包括：公司、产品、证券、人等。,金融知识图谱,,,实体,
实体间的关系，如公司-人之间，主要有股权关系和任职关系；公司-公司间关系，有股权关系、供应商关系、竞争关系等；公司-产品间关系，有生产关系、采购关系等；产品-产品间关系，主要有上下游关系等。,实体间的关系,,,股权关系,
实体间的关系，如公司-人之间，主要有股权关系和任职关系；公司-公司间关系，有股权关系、供应商关系、竞争关系等；公司-产品间关系，有生产关系、采购关系等；产品-产品间关系，主要有上下游关系等。,实体间的关系,,,任职关系,
实体间的关系，如公司-人之间，主要有股权关系和任职关系；公司-公司间关系，有股权关系、供应商关系、竞争关系等；公司-产品间关系，有生产关系、采购关系等；产品-产品间关系，主要有上下游关系等。,公司-公司间关系,,,股权关系,
实体间的关系，如公司-人之间，主要有股权关系和任职关系；公司-公司间关系，有股权关系、供应商关系、竞争关系等；公司-产品间关系，有生产关系、采购关系等；产品-产品间关系，主要有上下游关系等。,公司-公司间关系,,,供应商关系,
实体间的关系，如公司-人之间，主要有股权关系和任职关系；公司-公司间关系，有股权关系、供应商关系、竞争关系等；公司-产品间关系，有生产关系、采购关系等；产品-产品间关系，主要有上下游关系等。,公司-公司间关系,,,竞争关系,
实体间的关系，如公司-人之间，主要有股权关系和任职关系；公司-公司间关系，有股权关系、供应商关系、竞争关系等；公司-产品间关系，有生产关系、采购关系等；产品-产品间关系，主要有上下游关系等。,公司-产品间关系,,,生产关系,
实体间的关系，如公司-人之间，主要有股权关系和任职关系；公司-公司间关系，有股权关系、供应商关系、竞争关系等；公司-产品间关系，有生产关系、采购关系等；产品-产品间关系，主要有上下游关系等。,公司-产品间关系,,,采购关系,
实体间的关系，如公司-人之间，主要有股权关系和任职关系；公司-公司间关系，有股权关系、供应商关系、竞争关系等；公司-产品间关系，有生产关系、采购关系等；产品-产品间关系，主要有上下游关系等。,产品-产品间关系,,,上下游关系,
有些实体和关系可以自动抽取生成，如公司-公司间的股权关系、公司-人之间的股权关系和任职关系，均可来源于工商局注册登记公开信息，其结构化程度很高，实体、关系抽取难度不大。,实体和关系,,,自动抽取生成,
而对于产品-产品间上下游关系，则很难有系统性的半结构化数据源，其实体和关系呈碎片化分散在百科类网站、研究报告、专家资料等文本或图像中，这给抽取和甄别带来了很大挑战。,产品-产品间上下游关系,,,半结构化数据源,
如图9-25所示为金融知识图谱示例。,金融知识图谱示例,,,SPO三元组,
本书对构建过程中主要用的关键技术进行简单的梳理：1.实体-关系抽取从海量异构非结构化数据中辨别金融实体，主要采用实体-关系抽取技术，即从文本中抽取出特定的实体信息，如时间、人物、地点、公司、产品等；以及实体间的各种关系，如地理位置关系、雇佣关系、股权关系等。,实体-关系抽取,,,构建过程中主要用的关键技术,
本书对构建过程中主要用的关键技术进行简单的梳理：1.实体-关系抽取从海量异构非结构化数据中辨别金融实体，主要采用实体-关系抽取技术，即从文本中抽取出特定的实体信息，如时间、人物、地点、公司、产品等；以及实体间的各种关系，如地理位置关系、雇佣关系、股权关系等。,实体-关系抽取,,,"entity-relationship extraction, or entity-relation extraction",
实体确定了知识图谱中的点，而关系则确定了点与点之间的边。,实体,,,知识图谱中的点,
实体确定了知识图谱中的点，而关系则确定了点与点之间的边。,实体,,,点,
图9-25金融知识图谱示例常用的实体关系抽取方法有基于专家知识库的方法和基于机器学习的方法等。,实体关系抽取方法,,,基于专家知识库的方法,
图9-25金融知识图谱示例常用的实体关系抽取方法有基于专家知识库的方法和基于机器学习的方法等。,实体关系抽取方法,,,基于机器学习的方法,
基于专家知识库的方法需要专家构筑大规模的领域知识库，需要大量的专家劳动。,基于专家知识库的方法,,,构筑大规模的领域知识库,
基于专家知识库的方法需要专家构筑大规模的领域知识库，需要大量的专家劳动。,基于专家知识库的方法,,,大量的专家劳动,
机器学习方法需要构造特征向量形式的训练数据，然后使用各种机器学习算法，如支持向量机等作为学习机构造分类器。,机器学习方法,,,构造特征向量形式的训练数据,
机器学习方法需要构造特征向量形式的训练数据，然后使用各种机器学习算法，如支持向量机等作为学习机构造分类器。,机器学习方法,,,使用各种机器学习算法,
机器学习方法需要构造特征向量形式的训练数据，然后使用各种机器学习算法，如支持向量机等作为学习机构造分类器。,机器学习方法,,,构造分类器,
机器学习方法需要构造特征向量形式的训练数据，然后使用各种机器学习算法，如支持向量机等作为学习机构造分类器。,机器学习方法,,,构造特征向量形式的训练数据,
这种方法被称作基于特征向量的学习算法。,基于特征向量的学习算法,,,基于向量的学习算法,
通常来说，构造领域知识图谱会从大量特定类型的文本（尤其是高质量、模板化的专业资料）中提取实体关系。,构造领域知识图谱,,,从大量特定类型的文本中提取实体关系,
这类文本，或者是半结构化，或者是模块格式相对明确固定的，例如上市公司公告的XBRL格式数据。,半结构化文本,,,模块格式相对明确固定的文本,
这类规范化数据源降低了信息提取的难度，大大提高了知识提取的准确度和效率。,信息提取,,,知识提取的准确度和效率,
对于非结构化文本，实体识别和关系抽取需要基于NLP算法，以及深度学习算法（例如，用词向量的方式寻找近义词，提高实体模糊识别的准确度），是一个反复迭代、不断精进的过程。,非结构化文本,,,实体识别和关系抽取,
其中，关系抽取可以划分为确定类型的关系抽取和不确定类型的关系抽取。,关系抽取,,,确定类型的关系抽取,
其中，关系抽取可以划分为确定类型的关系抽取和不确定类型的关系抽取。,关系抽取,,,不确定类型的关系抽取,
其中，关系抽取可以划分为确定类型的关系抽取和不确定类型的关系抽取。,关系抽取,,,确定类型的关系抽取,
其中，关系抽取可以划分为确定类型的关系抽取和不确定类型的关系抽取。,关系抽取,,,不确定类型的关系抽取,
确定类型的关系抽取，例如“is-a”关系，可使用语法模式抽取固定模式，使用迭代方法扩展“is-a”关系，并对生成的“is-a”进行清洗。,语法模式,,,抽取固定模式,
确定类型的关系抽取，例如“is-a”关系，可使用语法模式抽取固定模式，使用迭代方法扩展“is-a”关系，并对生成的“is-a”进行清洗。,迭代方法,,,扩展“is-a”关系,
确定类型的关系抽取，例如“is-a”关系，可使用语法模式抽取固定模式，使用迭代方法扩展“is-a”关系，并对生成的“is-a”进行清洗。,生成的“is-a”,,,清洗,
不确定类型的关系抽取常基于NLP将目标实体间的谓词提取出来作为候选关系，再进行下一步的筛选鉴别。,不确定类型的关系抽取,,,将目标实体间的谓词提取出来作为候选关系，再进行下一步的筛选鉴别,
不确定类型的关系抽取常基于NLP将目标实体间的谓词提取出来作为候选关系，再进行下一步的筛选鉴别。,不确定类型的关系抽取,,,基于NLP将目标实体间的谓词提取出来作为候选关系,
2.定义并挖掘金融实体间的各种关系，从而生成知识图谱基于领域知识图谱的推理与业务场景息息相关。,知识图谱,,,推理与业务场景息息相关,
基于通用知识图谱的推理沿边的传递性并不强，例如精准搜索常常只用到一步到二步的推理，再往下传递时，其可信程度将会大大降低。,精准搜索,,,一步到二步的推理,
而金融知识图谱在与领域知识充分结合的前提下，是可以实现长链推理的。,金融知识图谱,,,长链推理,
下面列举几个推理案例：（1）关联关系推理。,推理案例,,,关联关系推理,
基于知识图谱中公司和人之间的股东、任职等关系，可以基于聚类算法发现利益相关团体。,基于知识图谱中公司和人之间的股东、任职等关系,,,发现利益相关团体,
此时，当其中若干节点发生变动或大的事件时，可以通过沿知识图谱路径查询或子图发现等方法计算并绘制发生变动的实体间的关联情况，帮助监管层发掘潜在的关联或违规行为，大大提高关联发现的效率。,图计算,,,知识图谱路径查询或子图发现等方法计算并绘制发生变动的实体间的关联情况,
此时，当其中若干节点发生变动或大的事件时，可以通过沿知识图谱路径查询或子图发现等方法计算并绘制发生变动的实体间的关联情况，帮助监管层发掘潜在的关联或违规行为，大大提高关联发现的效率。,关联发现,,,relation find,
如图9-26所示，该图为一个以某公司为核心的股权关系结构图，当该公司出现异常风险时，会影响到其核心关联节点。,股权关系结构图,,,以某公司为核心的股权关系结构图,
图9-26关联关系推理示意图（2）产业链关系推理。,关联关系推理,,,产业链关系推理,
同样的，上游原材料成本的上涨对于产业链中下游也可能形成链状的传导效应。,上游原材料成本的上涨,,,产业链中下游形成链状的传导效应,
这将帮助判断事件的重要程度，并即时给出事件的影响范围和程度，为各类投资决策做数据支持。,ELT,,,判断事件的重要程度，并即时给出事件的影响范围和程度，为各类投资决策做数据支持,
如图9-27所示，某一稀有原材料上涨，其产业链中下游的产品可能因为成本上涨导致产品价格上涨等。,某一稀有原材料,,,产业链中下游的产品可能因为成本上涨导致产品价格上涨,
从传统的关系数据库到NoSQL，再到图数据库；不论是采用一种数据库还是多种数据库相结合的方式，都是研发领域知识图谱前需要反复斟酌和考虑的问题。,关系数据库,,,研发领域知识图谱前需要反复斟酌和考虑的问题,
从传统的关系数据库到NoSQL，再到图数据库；不论是采用一种数据库还是多种数据库相结合的方式，都是研发领域知识图谱前需要反复斟酌和考虑的问题。,关系数据库,,,relational database,
从传统的关系数据库到NoSQL，再到图数据库；不论是采用一种数据库还是多种数据库相结合的方式，都是研发领域知识图谱前需要反复斟酌和考虑的问题。,NoSQL,,,Not only SQL,
从传统的关系数据库到NoSQL，再到图数据库；不论是采用一种数据库还是多种数据库相结合的方式，都是研发领域知识图谱前需要反复斟酌和考虑的问题。,图数据库,,,graph database,
数据库的选型需要充分考虑领域数据自身的特点（以结构化数据为主，还是非结构化数据为主），以及如何使用这些数据（例如，是否经常需要沿图谱进行推理，推理路径长短等）。,数据库的选型,,,考虑领域数据的特点以及如何使用数据,
构筑金融领域的知识图谱是一个既有着大量结构化数据，又需要整合非结构化文本数据信息，同时需要沿图谱进行推理的综合性项目。,知识图谱,,,构筑金融领域的知识图谱,
这与通用知识图谱相比，呈现出很大的不同。,知识图谱,,,通用知识图谱,
因此，在具体的数据库选型时，需要充分考虑未来的应用将以何种方式、何种频率使用数据，从而打造出因地制宜的高效底层数据库。,数据库选型,,,因地制宜的高效底层数据库,
在知识图谱在金融证券行业应用方面，目前国内尚处于起步阶段。,知识图谱,,,金融证券行业应用,
如果能基于知识图谱技术框架，建立起一个全谱系的上市公司关联图，并将其直接关联、间接关联的各种实体、概念相联系，将极大地帮助证券行业监管层、投资者及其他各种参与者了解并把握市场的脉搏。,全谱系的上市公司关联图,,,知识图谱技术框架,
智能投研专注于对基本面等信息的采集和分析。,智能投研,,,对基本面等信息的采集和分析,
对智能投研技术的实用化来说，自然语言处理和产业链、作用链的知识图谱建模是最关键的技术。,智能投研技术,,,自然语言处理和产业链、作用链的知识图谱建模,
具体而言，通过构造上下游产业链知识图谱，基于经济基本面建立传导模型。,知识图谱,,,构建上下游产业链,
当产业链中重要节点的状态发生变化时，将启动沿产业链传导推理引擎，自动给出影响范围、对象和程度，为事件引发的基本面分析做支持。,沿产业链传导推理引擎,,,事件引发的基本面分析支持,
不同于技术分析，基本面分析本身是一个非结构化的方式，无论是数据，还是市场逻辑。,基本面分析,,,非结构化的方式,
基于金融知识图谱和推理逻辑，把这些基础数据进行整合加工，从而找到未来趋势的变化或者解释已经发生过的事情。,知识图谱,,,基于金融知识图谱和推理逻辑,
从局部来看，产业链知识图谱里面各种实体、属性、关系就像活细胞一样，相互关联、影响、作用着。,产业链知识图谱,,,各种实体、属性、关系,
这是“金融知识图谱+推理链”的共同作用结果。,“金融知识图谱+推理链”,,,共同作用结果,
如图9-28所示为橡胶-轮胎-重卡产业链知识图谱局部示意图。,橡胶-轮胎-重卡产业链知识图谱,,,如图9-28所示为橡胶-轮胎-重卡产业链知识图谱局部示意图。,
当发生“重卡销量大增”事件时，可沿产业链向上游进行传导推理，并生成分析影响报告。,影响报告,,,传导推理,
基于金融知识图谱，还可在风险评估与反欺诈方面展开应用。,基于金融知识图谱,,,风险评估与反欺诈方面展开应用,
风险评估是大数据、互联网时代的传统应用场景，应用时间较早，应用行业广泛。,风险评估,,,大数据、互联网时代的传统应用场景,
它是通过大数据、机器学习技术分析用户行为数据后，进行用户画像，并进行信用评估和风险评估。,信用评估和风险评估,,,通过大数据、机器学习技术分析用户行为数据后，进行用户画像，并进行信用评估和风险评估,
引入知识图谱技术后，可以通过人员关系图谱的分析，发现人员关系的不一致性或者短时间内变动较大，从而侦测欺诈行为。,人员关系图谱,,,发现人员关系的不一致性或者短时间内变动较大，从而侦测欺诈行为,
利用大数据风控技术，在事前能够预警，过滤掉带恶意欺诈目的人群；在事中进行监控，及时发现欺诈攻击；在事后进行分析，挖掘欺诈者的关联信息，降低以后的风险。,大数据风控技术,,,事前预警、事中监控、事后分析,
在金融行业中，风险评估与反欺诈的应用场景首先是智能风控。,智能风控,,,风险评估与反欺诈的应用场景,
利用NLP和知识图谱技术改善风险模型以减少模型风险，提高欺诈监测能力。,NLP和知识图谱技术,,,改善风险模型以减少模型风险，提高欺诈监测能力,
其次，还可以应用在智能监管领域，以加强监管者和各部门的信息交流，跟踪合规需求变化。,OIA,,,智能监管,
通过对通信、邮件、会议记录、电话的文本进行分析，发现不一致和欺诈文本。,文本分析,,,不一致和欺诈文本,
例如，欺诈文本有些固定模式：如用负面情感词，减少第一人称使用等。,欺诈文本,,,固定模式,
通过有效的数据聚合分析，可大大减少风险报告和审计过程的资源成本。,数据聚合分析,,,减少风险报告和审计过程的资源成本,
其他如Digital_Reasoning、RapidMiner、Lexalytics、Prattle等。,SPO,,,概念/产品,
其他如Digital_Reasoning、RapidMiner、Lexalytics、Prattle等。,Digital_Reasoning,,,数字推理,
其他如Digital_Reasoning、RapidMiner、Lexalytics、Prattle等。,RapidMiner,,,快速挖掘,
其他如Digital_Reasoning、RapidMiner、Lexalytics、Prattle等。,Lexalytics,,,语义分析,
其他如Digital_Reasoning、RapidMiner、Lexalytics、Prattle等。,Prattle,,,语义分析,
另一方面，金融知识图谱还可以用在客户洞察方面。,金融知识图谱,,,客户洞察,
客户关系管理（CRM）也是在互联网和大数据时代中发展起来，市场相对成熟，应用比较广泛，许多金融科技公司都以此为主要业务方向。,客户关系管理（CRM）,,,金融科技公司主要业务方向,
现代交易越来越多是在线上而不是线下当面完成，因此如何掌握客户兴趣和客户情绪，越来越需要通过分析客户行为数据来完成。,分析客户行为数据,,,掌握客户兴趣和客户情绪,
NLP技术在客户关系管理中的应用，是通过把客户的文本类数据（客服反馈信息、社交媒体上的客户评价、客户调查反馈等）解析文本语义内涵，打上客户标签，建立用户画像。,NLP技术在客户关系管理中的应用,,,把客户的文本类数据（客服反馈信息、社交媒体上的客户评价、客户调查反馈等）解析文本语义内涵，打上客户标签，建立用户画像,
同时，结合知识图谱技术，通过建立客户关系图谱，以获得更好的客户洞察。,知识图谱技术,,,建立客户关系图谱，获得更好的客户洞察,
这包括客户兴趣洞察（产品兴趣），以进行个性化产品推荐、精准营销等，以及客户态度洞察（对公司和服务满意度、改进意见等），以快速响应客户问题，改善客户体验，加强客户联系，提高客户忠诚度。,客户兴趣洞察,,,进行个性化产品推荐、精准营销,
这包括客户兴趣洞察（产品兴趣），以进行个性化产品推荐、精准营销等，以及客户态度洞察（对公司和服务满意度、改进意见等），以快速响应客户问题，改善客户体验，加强客户联系，提高客户忠诚度。,客户兴趣洞察,,,产品兴趣,
这包括客户兴趣洞察（产品兴趣），以进行个性化产品推荐、精准营销等，以及客户态度洞察（对公司和服务满意度、改进意见等），以快速响应客户问题，改善客户体验，加强客户联系，提高客户忠诚度。,客户态度洞察,,,对公司和服务满意度、改进意见等,
客户洞察在金融行业的应用场景主要包括智能客服和智能运营。,客户洞察,,,金融行业应用场景,
例如在智能客服中，通过客户洞察分析，可以改善客户服务质量，实现智能质检。,智能客服,,,改善客户服务质量，实现智能质检,
在智能运营（智能CRM）中，根据客户兴趣洞察，实现个性化精准营销。,智能运营（智能CRM）,,,根据客户兴趣洞察，实现个性化精准营销,
国外从事这个业务方向的金融科技公司有Inmoment、Medallia、NetBase等。,Inmoment,,,国外从事这个业务方向的金融科技公司,
[31]总体来说，基于金融知识图谱的应用，有如下三大特点：（1）广覆盖。,基于金融知识图谱的应用,,,广覆盖,
广泛覆盖全量信息源，覆盖宏观、中观、微观各维度信息，覆盖上市公司及非上市公司，以方便后续算法拓展所有可能的深度关联关系。,知识图谱,,,广泛覆盖全量信息源，覆盖宏观、中观、微观各维度信息，覆盖上市公司及非上市公司,
（2）深加工。,SPO,,,概念/产品,
基于知识图谱与智能推理链，实现从数据到智慧的深加工。,基于知识图谱与智能推理链,,,从数据到智慧的深加工,
（3）浅表达。,浅表达,,,SPO三元组,
以可视化的方式和自然语言与用户交互，一目了然，受众更广。,知识问答,,,可视化的方式和自然语言与用户交互，一目了然，受众更广,
然而，领域知识图谱对专业知识的基础需求，远远大于通用知识图谱。,领域知识图谱,,,专业知识的基础需求,
在建设初期需要大量的专家工作。,SPO,,,专家工作,
基于此，可以尝试从两个方面入手来构筑大型领域知识图谱。,基于此,,,尝试从两个方面入手来构筑大型领域知识图谱。,
一方面，开启知识众包时代，建立新的协作方式。,知识众包时代,,,建立新的协作方式,
构建用户友好的知识众包协作平台，使得专家能很方便地利用碎片化时间在平台上贡献自己的知识，同时设计相应的知识回报模式。,知识众包协作平台,,,构建用户友好的知识众包协作平台,
另一方面，通过知识自动抽取、自动生长构建“活”的知识图谱。,知识图谱,,,知识自动抽取、自动生长构建,
这意味着需要有新的知识持续不断地输入知识图谱中；通过知识图谱定义的作用链进行自动推理；知识图谱自身可以备靠大数据，在“人工+自动”模式下自我生长。,知识图谱,,,“人工+自动”模式自我生长,
通过这两方面的相辅相成、交叉验证，以真正将海量非结构化信息自动化利用起来，成为领域应用决策的坚实支撑。,信息自动化,,,海量非结构化信息自动化利用起来，成为领域应用决策的坚实支撑,
1.知识图谱构建现阶段，基于本体工程的知识描述和表示仍是知识图谱建模的主流方法，而且仅仅用到一些RDFS及OWL中定义的基础元属性来完成知识图谱模式层构建，知识图谱所关注的重点也仍然是数据中的概念、实体、属性等。,知识图谱构建,,,基于本体工程的知识描述和表示,
1.知识图谱构建现阶段，基于本体工程的知识描述和表示仍是知识图谱建模的主流方法，而且仅仅用到一些RDFS及OWL中定义的基础元属性来完成知识图谱模式层构建，知识图谱所关注的重点也仍然是数据中的概念、实体、属性等。,知识图谱构建,,,基于本体工程的知识描述和表示,
随着人们对知识的认知层次的提升，势必会对现有的知识表示方法进行扩展，逐步扩充对于时序知识、空间知识[22]、事件知识[23]等的表示。,知识表示的扩展,,,对时序知识、空间知识、事件知识的表示,
随着人们对知识的认知层次的提升，势必会对现有的知识表示方法进行扩展，逐步扩充对于时序知识、空间知识[22]、事件知识[23]等的表示。,时序知识,,,temporal knowledge,
随着人们对知识的认知层次的提升，势必会对现有的知识表示方法进行扩展，逐步扩充对于时序知识、空间知识[22]、事件知识[23]等的表示。,空间知识,,,spatial knowledge,
随着人们对知识的认知层次的提升，势必会对现有的知识表示方法进行扩展，逐步扩充对于时序知识、空间知识[22]、事件知识[23]等的表示。,事件知识,,,event knowledge,
而知识图谱本身也会逐步将关注重点转移到时序、位置、事件等动态知识中去，来更有效地描述事物发展的变化，为预测类的应用形态提供支持。,知识图谱,,,动态知识,
其次，对于知识图谱构建任务来说，最困难、最无法标准化实现的一个环节就是对于文本数据的信息抽取。,知识图谱构建,,,信息抽取,
知识图谱面向开放领域的信息抽取普遍存在着召回率低、算法准确性低、限制条件多、拓展性差等问题。,知识图谱,,,开放领域的信息抽取,
随着计算机计算能力的日益提高与深度学习技术不断研究发展，NLP领域发生了翻天覆地的变化，CNN、RNN等经典神经网络结构已经被应用于NLP中，尝试完成机器翻译、命名实体识别任务。,NLP,,,计算机计算能力的日益提高与深度学习技术不断研究发展,
未来，深度学习的思想和方法会越来越多地应用于文本信息抽取中，优化抽取方式，提高知识的覆盖率与准确率[24-25]。,文本信息抽取,,,深度学习的思想和方法,
未来，深度学习的思想和方法会越来越多地应用于文本信息抽取中，优化抽取方式，提高知识的覆盖率与准确率[24-25]。,文本信息抽取,,,"extract information from text, optimize extraction method, improve knowledge coverage and accuracy",
其他如跨语言知识融合[26]、知识嵌入[27]等方向也会在深度学习技术的加持下激起新的研究浪潮。,深度学习技术,,,跨语言知识融合,
其他如跨语言知识融合[26]、知识嵌入[27]等方向也会在深度学习技术的加持下激起新的研究浪潮。,深度学习技术,,,知识嵌入,
其他如跨语言知识融合[26]、知识嵌入[27]等方向也会在深度学习技术的加持下激起新的研究浪潮。,深度学习技术,,,deep learning technology,
2.知识图谱应用在知识图谱应用方面，未来将会出现更多的应用形态，如基于知识图谱的智能文本编制，通过知识图谱将行业中的业务知识与文档相结合，在文档编制过程中进行实时的智能提示、知识校验、知识生产等，辅助文档编制。,知识图谱应用,,,知识图谱的智能文本编制,
又如基于知识图谱的自然语言理解与自然语言生成，通过知识图谱对知识的建模能力，结合深度学习对知识的学习与抽象能力，实现以自然语言形式进行输入和输出的下一代问答系统。,基于知识图谱的自然语言理解与自然语言生成,,,下一代问答系统,
随着知识表示技术和推理技术的发展，结合一些新型的可视化方法，还可以展望一些预测分析类的应用形态，如疾病预测、行情预测、政治意识形态检测[28]、城市人流动线分析[22]。,预测分析,,,predictive analysis,
除此之外，知识图谱在辅助多媒体数据处理方面也是一个有待深入研究的方向，如物体检测[29]、图像理解[30]等。,知识图谱,,,多媒体数据处理,
除此之外，知识图谱在辅助多媒体数据处理方面也是一个有待深入研究的方向，如物体检测[29]、图像理解[30]等。,知识图谱,,,knowledge graph,
总之，知识图谱作为人工智能技术中的知识容器和孵化器，会对未来AI领域的发展起到关键性的作用。,知识图谱,,,人工智能技术,
无论是通用知识图谱还是领域知识图谱，其构建技术的发展和对应用场景的探索仍然会不断地持续下去。,知识图谱,,,构建技术的发展和对应用场景的探索,
知识图谱技术不单指某一项具体的技术，而是知识表示、抽取、存储、计算、应用等一系列技术的集合。,知识图谱技术,,,知识表示、抽取、存储、计算、应用等一系列技术的集合,